date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:58:12	80644/80644	---M--	200	added ('OK')	image/svg+xml	etag:%2213b04-5a7a890878aea%22	http://web-factory.co.kr/public/images/sub/svs1_0_m.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/sub/svs1_0_m.svg	(from http://web-factory.co.kr/about)
18:58:14	31058/31058	---M--	200	added ('OK')	image/svg+xml	etag:%227952-5a7a89088466a%22	http://web-factory.co.kr/public/images/sub/svs1_1.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/sub/svs1_1.svg	(from http://web-factory.co.kr/about)
18:58:14	29410/29410	---M--	200	added ('OK')	image/svg+xml	etag:%2272e2-5a7a89088a42a%22	http://web-factory.co.kr/public/images/sub/svs1_1_m.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/sub/svs1_1_m.svg	(from http://web-factory.co.kr/about)
18:58:16	23168/23168	---M--	200	added ('OK')	image/svg+xml	etag:%225a80-5a7a890896f4a%22	http://web-factory.co.kr/public/images/sub/svs1_2.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/sub/svs1_2.svg	(from http://web-factory.co.kr/about)
18:58:16	22377/22377	---M--	200	added ('OK')	image/svg+xml	etag:%225769-5a7a89089adca%22	http://web-factory.co.kr/public/images/sub/svs1_2_m.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/sub/svs1_2_m.svg	(from http://web-factory.co.kr/about)
18:58:17	2178/2178	---M-Z	200	added ('OK')	text/css	etag:%22882-5a8ba7a2eaaf9-gzip%22	http://web-factory.co.kr/public/jquery/slick/slick.css	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/jquery/slick/slick.css	(from http://web-factory.co.kr/project)
18:58:17	3484/3484	---M-Z	200	added ('OK')	text/css	etag:%22d9c-5a7a890b3ea4e-gzip%22	http://web-factory.co.kr/public/jquery/slick/slick-theme.css	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/jquery/slick/slick-theme.css	(from http://web-factory.co.kr/project)
18:58:18	167/167	---M-Z	200	added ('OK')	text/css	etag:%22a7-5a7a890be1baf-gzip%22	http://web-factory.co.kr/public/jquery/sub/blobs/style.css	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/jquery/sub/blobs/style.css	(from http://web-factory.co.kr/project)
18:58:18	32792/32792	---M--	200	added ('OK')	image/svg+xml	etag:%228018-5a7a8908c0f2a%22	http://web-factory.co.kr/public/images/sub/svs2_0.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/sub/svs2_0.svg	(from http://web-factory.co.kr/project)
18:58:20	34915/34915	---M--	200	added ('OK')	image/svg+xml	etag:%228863-5a7a8908cbb0a%22	http://web-factory.co.kr/public/images/sub/svs2_0_m.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/sub/svs2_0_m.svg	(from http://web-factory.co.kr/project)
18:58:20	23480/23480	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2009:58:19%20GMT	http://web-factory.co.kr/project/detail/ntcenm	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/project/detail/ntcenm.html	(from http://web-factory.co.kr/project)
18:58:21	22961/22961	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2009:58:20%20GMT	http://web-factory.co.kr/project/detail/smid	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/project/detail/smid.html	(from http://web-factory.co.kr/project)
18:58:21	22791/22791	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2009:58:20%20GMT	http://web-factory.co.kr/project/detail/mbcwedding	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/project/detail/mbcwedding.html	(from http://web-factory.co.kr/project)
18:58:22	88956/88956	---M-Z	200	added ('OK')	application/javascript	etag:%2215b7c-5a7a890b4a5ce-gzip%22	http://web-factory.co.kr/public/jquery/slick/slick.js	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/jquery/slick/slick.js	(from http://web-factory.co.kr/project)
18:58:22	22974/22974	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2009:58:21%20GMT	http://web-factory.co.kr/project/detail/pkclubassociation	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/project/detail/pkclubassociation.html	(from http://web-factory.co.kr/project)
18:58:32	66714/66714	---M--	200	added ('OK')	image/jpeg	etag:%221049a-5b14aa76d712e%22	http://web-factory.co.kr/public/images/project/smid.jpg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/project/smid.jpg	(from http://web-factory.co.kr/project)
18:58:32	22875/22875	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2009:58:31%20GMT	http://web-factory.co.kr/project/detail/ltoplan	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/project/detail/ltoplan.html	(from http://web-factory.co.kr/project)
18:58:35	18109/18109	---M--	200	added ('OK')	image/jpeg	etag:%2246bd-5a86af2d7dc4a%22	http://web-factory.co.kr/public/images/project/ltoplan.jpg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/project/ltoplan.jpg	(from http://web-factory.co.kr/project)
18:58:35	23470/23470	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2009:58:34%20GMT	http://web-factory.co.kr/project/detail/narafire	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/project/detail/narafire.html	(from http://web-factory.co.kr/project)
18:58:41	120299/120299	---M--	200	added ('OK')	image/jpeg	etag:%221d5eb-5b341e05a82c1%22	http://web-factory.co.kr/public/images/project/mbcwedding.jpg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/project/mbcwedding.jpg	(from http://web-factory.co.kr/project)
18:58:42	22725/22725	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2009:58:41%20GMT	http://web-factory.co.kr/project/detail/series	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/project/detail/series.html	(from http://web-factory.co.kr/project)
18:58:51	173395/173395	---M--	200	added ('OK')	image/jpeg	etag:%222a553-5be1c0be36e7f%22	http://web-factory.co.kr/public/images/project/pkclubassociation/pkclubassociation.jpg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/project/pkclubassociation/pkclubassociation.jpg	(from http://web-factory.co.kr/project)
18:58:51	22913/22913	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2009:58:50%20GMT	http://web-factory.co.kr/project/detail/adstore	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/project/detail/adstore.html	(from http://web-factory.co.kr/project)
18:58:51	184868/184868	---M--	200	added ('OK')	image/jpeg	etag:%222d224-5be1b9705a3b4%22	http://web-factory.co.kr/public/images/project/ntcenm/ntcenm.jpg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/project/ntcenm/ntcenm.jpg	(from http://web-factory.co.kr/project)
18:58:52	23057/23057	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2009:58:51%20GMT	http://web-factory.co.kr/project/detail/jldessertbar	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/project/detail/jldessertbar.html	(from http://web-factory.co.kr/project)
18:59:03	124359/124359	---M--	200	added ('OK')	image/jpeg	etag:%221e5c7-5b7bd43ae6457%22	http://web-factory.co.kr/public/images/project/series.jpg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/project/series.jpg	(from http://web-factory.co.kr/project)
18:59:03	28616/28616	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2009:59:02%20GMT	http://web-factory.co.kr/project/list	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/project/list.html	(from http://web-factory.co.kr/project)
18:59:03	698/698	---M--	200	added ('OK')	image/svg+xml	etag:%222ba-5a8f606d2a630%22	http://web-factory.co.kr/public/images/common/arrow-up2.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/common/arrow-up2.svg	(from http://web-factory.co.kr/project)
18:59:03	97071/97071	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2009:59:02%20GMT	http://web-factory.co.kr/project/portfolio	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/project/portfolio.html	(from http://web-factory.co.kr/project)
18:59:05	3544/3544	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fdb-dd8%22	https://cdnjs.cloudflare.com/ajax/libs/stats.js/r16/Stats.js	C:/Users/SM2130/Desktop/jabda/factory/cdnjs.cloudflare.com/ajax/libs/stats.js/r16/Stats.js	(from http://web-factory.co.kr/project)
18:59:05	2163/2163	---M-Z	200	added ('OK')	application/javascript	etag:%22873-5a7b3ac97669f-gzip%22	http://web-factory.co.kr/public/jquery/sub/blobs/script.js	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/jquery/sub/blobs/script.js	(from http://web-factory.co.kr/project)
18:59:05	366/366	---M-Z	200	added ('OK')	text/css	etag:%2216e-5a7a890c0dacf-gzip%22	http://web-factory.co.kr/public/jquery/sub/circle/style.css	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/jquery/sub/circle/style.css	(from http://web-factory.co.kr/contact)
18:59:06	65663/65663	---M--	200	added ('OK')	image/svg+xml	etag:%221007f-5a7a8908dd44b%22	http://web-factory.co.kr/public/images/sub/svs3_0.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/sub/svs3_0.svg	(from http://web-factory.co.kr/contact)
18:59:07	65391/65391	---M--	200	added ('OK')	image/svg+xml	etag:%22ff6f-5a7a8908e802b%22	http://web-factory.co.kr/public/images/sub/svs3_0_m.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/sub/svs3_0_m.svg	(from http://web-factory.co.kr/contact)
18:59:08	31946/31946	---M--	200	added ('OK')	image/svg+xml	etag:%227cca-5a7a8908ebeab%22	http://web-factory.co.kr/public/images/sub/svs3_1.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/sub/svs3_1.svg	(from http://web-factory.co.kr/contact)
18:59:10	31116/31116	---M--	200	added ('OK')	image/svg+xml	etag:%22798c-5a7a8908f5aeb%22	http://web-factory.co.kr/public/images/sub/svs3_1_m.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/sub/svs3_1_m.svg	(from http://web-factory.co.kr/contact)
18:59:11	1651/1651	---M-Z	200	added ('OK')	application/javascript	etag:%22673-5a7a890c0cb2f-gzip%22	http://web-factory.co.kr/public/jquery/sub/circle/script.js	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/jquery/sub/circle/script.js	(from http://web-factory.co.kr/contact)
18:59:13	7006/7006	---M--	200	added ('OK')	image/png	etag:%2257d97c08-1b5e%22	http://code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_444444_256x240.png	C:/Users/SM2130/Desktop/jabda/factory/code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_444444_256x240.png	(from http://code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css)
18:59:15	7001/7001	---M--	200	added ('OK')	image/png	etag:%2257d97c08-1b59%22	http://code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_555555_256x240.png	C:/Users/SM2130/Desktop/jabda/factory/code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_555555_256x240.png	(from http://code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css)
18:59:16	6313/6313	---M--	200	added ('OK')	image/png	etag:%2257d97c08-18a9%22	http://code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_ffffff_256x240.png	C:/Users/SM2130/Desktop/jabda/factory/code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_ffffff_256x240.png	(from http://code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css)
18:59:17	234197/234197	---M--	200	added ('OK')	image/jpeg	etag:%22392d5-5ba04265c54df%22	http://web-factory.co.kr/public/images/project/narafire/narafire.jpg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/project/narafire/narafire.jpg	(from http://web-factory.co.kr/project)
18:59:17	142023/142023	---M--	200	added ('OK')	image/jpeg	etag:%2222ac7-5ad0836cbb693%22	http://web-factory.co.kr/public/images/project/adstore.jpg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/project/adstore.jpg	(from http://web-factory.co.kr/project)
18:59:17	4632/4632	---M--	200	added ('OK')	image/png	etag:%2257d97c08-1218%22	http://code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_777620_256x240.png	C:/Users/SM2130/Desktop/jabda/factory/code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_777620_256x240.png	(from http://code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css)
18:59:18	4632/4632	---M--	200	added ('OK')	image/png	etag:%2257d97c08-1218%22	http://code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_cc0000_256x240.png	C:/Users/SM2130/Desktop/jabda/factory/code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_cc0000_256x240.png	(from http://code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css)
18:59:18	1190/1190	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2029%20Jun%202021%2009:59:17%20GMT	http://web-factory.co.kr/_public/images/common/prev.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/_public/images/common/prev.89.delayed	(from http://web-factory.co.kr/public/jquery/slick/slick-theme.css)
18:59:19	7013/7013	---M--	200	added ('OK')	image/png	etag:%2257d97c08-1b65%22	http://code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_777777_256x240.png	C:/Users/SM2130/Desktop/jabda/factory/code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_777777_256x240.png	(from http://code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css)
18:59:19	1190/1190	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2029%20Jun%202021%2009:59:18%20GMT	http://web-factory.co.kr/_public/images/common/next.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/_public/images/common/next.svg	(from http://web-factory.co.kr/public/jquery/slick/slick-theme.css)
18:59:19	698/698	---M--	200	added ('OK')	image/svg+xml	etag:%222ba-5a86a29f81f7c%22	http://web-factory.co.kr/public/images/common/arrow-up.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/common/arrow-up.svg	(from http://web-factory.co.kr/project/detail/ntcenm)
18:59:20	7923/7923	---M--	200	added ('OK')	image/svg+xml	etag:%221ef3-5be1b971d32ad%22	http://web-factory.co.kr/public/images/project/ntcenm/ntcenm_logo.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/project/ntcenm/ntcenm_logo.svg	(from http://web-factory.co.kr/project/detail/ntcenm)
18:59:23	199973/199973	---M--	200	added ('OK')	image/jpeg	etag:%2230d25-5a86af2d6e24a%22	http://web-factory.co.kr/public/images/project/jldessertbar.jpg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/project/jldessertbar.jpg	(from http://web-factory.co.kr/project)
18:59:23	4968/4968	---M--	200	added ('OK')	image/svg+xml	etag:%221368-5be1b971b5df2%22	http://web-factory.co.kr/public/images/project/ntcenm/ntcenm3.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/project/ntcenm/ntcenm3.svg	(from http://web-factory.co.kr/project/detail/ntcenm)
19:00:15	315806/315806	---M--	200	added ('OK')	image/jpeg	etag:%224d19e-5be1bc512f6ab%22	http://web-factory.co.kr/public/images/project/ntcenm/ntcenm4.jpg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/project/ntcenm/ntcenm4.jpg	(from http://web-factory.co.kr/project/detail/ntcenm)
19:00:40	22377/22377	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2010:00:39%20GMT	http://web-factory.co.kr/project/detail/adstore-medical	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/project/detail/adstore-medical.html	(from http://web-factory.co.kr/project/detail/ntcenm)
19:00:57	105044/105044	---M--	200	added ('OK')	image/jpeg	etag:%2219a54-5b14cc21babdd%22	http://web-factory.co.kr/public/images/project/adstore-medical.jpg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/project/adstore-medical.jpg	(from http://web-factory.co.kr/project/detail/ntcenm)
19:00:57	633/633	---M--	200	added ('OK')	image/svg+xml	etag:%22279-5a8f747d44305%22	http://web-factory.co.kr/public/images/common/arrow-up3.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/common/arrow-up3.svg	(from http://web-factory.co.kr/project/detail/ntcenm)
19:01:43	13875/13875	---M--	200	added ('OK')	image/png	etag:%223633-5b14b57611044%22	http://web-factory.co.kr/public/images/project/smid/smid-logo.png	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/project/smid/smid-logo.png	(from http://web-factory.co.kr/project/detail/smid)
19:03:07	319213/319213	---M--	200	added ('OK')	image/jpeg	etag:%224deed-5b14b5759dc98%22	http://web-factory.co.kr/public/images/project/smid/smid4.jpg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/project/smid/smid4.jpg	(from http://web-factory.co.kr/project/detail/smid)
19:03:26	6390/6390	---M--	200	added ('OK')	image/svg+xml	etag:%2218f6-5b342a117b83d%22	http://web-factory.co.kr/public/images/project/mbcwedding/mbcwedding_logo.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/project/mbcwedding/mbcwedding_logo.svg	(from http://web-factory.co.kr/project/detail/mbcwedding)
19:05:21	20001/20001	---M--	200	added ('OK')	image/png	etag:%224e21-5bd8912248198%22	http://web-factory.co.kr/public/images/project/pkclubassociation/pkclubassociation_logo.png	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/project/pkclubassociation/pkclubassociation_logo.png	(from http://web-factory.co.kr/project/detail/pkclubassociation)
19:06:25	128964/128964	---M--	200	added ('OK')	image/jpeg	etag:%221f7c4-5a8941bd214e1%22	http://web-factory.co.kr/public/images/project/ltoplan/ltoplan_visual.jpg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/project/ltoplan/ltoplan_visual.jpg	(from http://web-factory.co.kr/project/detail/ltoplan)
19:06:26	3065/3065	---M--	200	added ('OK')	image/svg+xml	etag:%22bf9-5a8941bd16901%22	http://web-factory.co.kr/public/images/project/ltoplan/ltoplan_logo.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/project/ltoplan/ltoplan_logo.svg	(from http://web-factory.co.kr/project/detail/ltoplan)
19:06:29	254374/254374	---M--	200	added ('OK')	image/jpeg	etag:%223e1a6-5bd89105f4746%22	http://web-factory.co.kr/public/images/project/pkclubassociation/pkclubassociation3.jpg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/project/pkclubassociation/pkclubassociation3.jpg	(from http://web-factory.co.kr/project/detail/pkclubassociation)
19:07:25	17074/17074	---M--	200	added ('OK')	image/png	etag:%2242b2-5b9ffc78b49b0%22	http://web-factory.co.kr/public/images/project/narafire/narafire_logo.png	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/project/narafire/narafire_logo.png	(from http://web-factory.co.kr/project/detail/narafire)
19:08:10	272771/272771	---M--	200	added ('OK')	image/jpeg	etag:%2242983-5b9ffc791354e%22	http://web-factory.co.kr/public/images/project/narafire/narafire3.jpg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/project/narafire/narafire3.jpg	(from http://web-factory.co.kr/project/detail/narafire)
19:08:42	5429/5429	---M--	200	added ('OK')	image/svg+xml	etag:%221535-5b7bc6907e183%22	http://web-factory.co.kr/public/images/project/series/series-logo.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/project/series/series-logo.svg	(from http://web-factory.co.kr/project/detail/series)
19:09:25	181547/181547	---M--	200	added ('OK')	image/jpeg	etag:%222c52b-5b7bc69065ae7%22	http://web-factory.co.kr/public/images/project/series/series4.jpg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/project/series/series4.jpg	(from http://web-factory.co.kr/project/detail/series)
19:09:27	9257/9257	---M--	200	added ('OK')	image/png	etag:%222429-5ad084cadfbd9%22	http://web-factory.co.kr/public/images/project/adstore/adstore_logo.png	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/project/adstore/adstore_logo.png	(from http://web-factory.co.kr/project/detail/adstore)
19:09:50	363235/363235	---M--	200	added ('OK')	image/jpeg	etag:%2258ae3-5b7bc69031ed1%22	http://web-factory.co.kr/public/images/project/series/series3.jpg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/project/series/series3.jpg	(from http://web-factory.co.kr/project/detail/series)
19:11:06	21905/21905	---M--	200	added ('OK')	image/svg+xml	etag:%225591-5a8a74b85100e%22	http://web-factory.co.kr/public/images/project/jldessertbar/jldessertbar_logo.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/project/jldessertbar/jldessertbar_logo.svg	(from http://web-factory.co.kr/project/detail/jldessertbar)
19:13:20	229415/229415	---M--	200	added ('OK')	image/jpeg	etag:%2238027-5a8a728f5ebf2%22	http://web-factory.co.kr/public/images/project/jldessertbar/jldessertbar4.jpg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/project/jldessertbar/jldessertbar4.jpg	(from http://web-factory.co.kr/project/detail/jldessertbar)
19:13:21	3961/3961	---M-Z	200	added ('OK')	text/css	etag:%22f79-5b224f8db2720-gzip%22	http://web-factory.co.kr/public/jquery/grid/base.css	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/jquery/grid/base.css	(from http://web-factory.co.kr/project/list)
19:13:21	23029/23029	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2010:13:20%20GMT	http://web-factory.co.kr/project/detail/denve	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/project/detail/denve.html	(from http://web-factory.co.kr/project/list)
19:13:23	22870/22870	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2010:13:22%20GMT	http://web-factory.co.kr/project/detail/lapelo	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/project/detail/lapelo.html	(from http://web-factory.co.kr/project/list)
19:13:36	22924/22924	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2010:13:35%20GMT	http://web-factory.co.kr/project/detail/ghfire119	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/project/detail/ghfire119.html	(from http://web-factory.co.kr/project/list)
19:13:50	172317/172317	---M--	200	added ('OK')	image/jpeg	etag:%222a11d-5ba0532a983ce%22	http://web-factory.co.kr/public/images/project/denve/denve.jpg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/project/denve/denve.jpg	(from http://web-factory.co.kr/project/list)
19:13:50	22864/22864	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2010:13:49%20GMT	http://web-factory.co.kr/project/detail/halbuya	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/project/detail/halbuya.html	(from http://web-factory.co.kr/project/list)
19:13:52	176998/176998	---M--	200	added ('OK')	image/jpeg	etag:%222b366-5ad0cf3d00ead%22	http://web-factory.co.kr/public/images/project/lapelo.jpg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/project/lapelo.jpg	(from http://web-factory.co.kr/project/list)
19:13:52	24304/24304	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2010:13:51%20GMT	http://web-factory.co.kr/project/detail/dancolee	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/project/detail/dancolee.html	(from http://web-factory.co.kr/project/list)
19:13:55	22923/22923	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2010:13:53%20GMT	http://web-factory.co.kr/project/detail/klnetworks	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/project/detail/klnetworks.html	(from http://web-factory.co.kr/project/list)
19:14:02	156272/156272	---M--	200	added ('OK')	image/jpeg	etag:%2226270-5aaec47300018%22	http://web-factory.co.kr/public/images/project/ghfire119.jpg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/project/ghfire119.jpg	(from http://web-factory.co.kr/project/list)
19:14:02	5594/5594	---M-Z	200	added ('OK')	application/javascript	etag:%2215da-5b147fea43ef1-gzip%22	http://web-factory.co.kr/public/jquery/grid/imagesloaded.pkgd.min.js	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/jquery/grid/imagesloaded.pkgd.min.js	(from http://web-factory.co.kr/project/list)
19:14:09	114925/114925	---M-Z	200	added ('OK')	application/javascript	etag:%221c0ed-5b10e7bb60ce2-gzip%22	http://web-factory.co.kr/public/jquery/grid/TweenMax.min.js	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/jquery/grid/TweenMax.min.js	(from http://web-factory.co.kr/project/list)
19:14:10	14860/14860	---M-Z	200	added ('OK')	application/javascript	etag:%223a0c-5b14a24b53f5c-gzip%22	http://web-factory.co.kr/public/jquery/grid/demo.js	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/jquery/grid/demo.js	(from http://web-factory.co.kr/project/list)
19:14:10	6723/6723	---M-Z	200	added ('OK')	text/css	etag:%221a43-5b54b337e9d05-gzip%22	http://web-factory.co.kr/views/project/output/css/portfolio.css	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/views/project/output/css/portfolio.css	(from http://web-factory.co.kr/project/portfolio)
19:14:10	3976/3976	---M-Z	200	added ('OK')	application/javascript	etag:%22f88-5a7a893149eb1-gzip%22	http://web-factory.co.kr/views/project/output/js/tab/jquery.tabslet.min.js	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/views/project/output/js/tab/jquery.tabslet.min.js	(from http://web-factory.co.kr/project/portfolio)
19:14:11	782/782	---M-Z	200	added ('OK')	application/javascript	etag:%2230e-5a7a893149eb1-gzip%22	http://web-factory.co.kr/views/project/output/js/tab/initializers.js	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/views/project/output/js/tab/initializers.js	(from http://web-factory.co.kr/project/portfolio)
19:14:11	870/870	---M-Z	200	added ('OK')	application/javascript	etag:%22366-5a7a89207a330-gzip%22	http://web-factory.co.kr/views/project/output/js/svg.js	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/views/project/output/js/svg.js	(from http://web-factory.co.kr/project/portfolio)
19:14:12	118451/118451	---M--	200	added ('OK')	image/jpeg	etag:%221ceb3-5a86af2d5b969%22	http://web-factory.co.kr/public/images/project/dancolee.jpg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/project/dancolee.jpg	(from http://web-factory.co.kr/project/list)
19:14:12	1706/1706	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2010:14:11%20GMT	http://web-factory.co.kr/project/view/knmm	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/project/view/knmm.html	(from http://web-factory.co.kr/project/portfolio)
