date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:57:44	103651/103651	---M--	200	added ('OK')	image/x-icon	etag:%22194e3-5a7a890621127%22	http://web-factory.co.kr/public/images/common/favicon.ico	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/common/favicon.ico	(from http://web-factory.co.kr/)
18:57:44	870/870	---M-Z	200	added ('OK')	application/javascript	etag:%22366-5a7a890969e4b-gzip%22	http://web-factory.co.kr/public/jquery/basic/svg.js	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/jquery/basic/svg.js	(from http://web-factory.co.kr/)
18:57:44	1752/1752	---M-Z	200	added ('OK')	application/javascript	etag:%226d8-5a7a890a0a0cc-gzip%22	http://web-factory.co.kr/public/jquery/fullpage/fullpage.continuousHorizontal.min.js	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/jquery/fullpage/fullpage.continuousHorizontal.min.js	(from http://web-factory.co.kr/)
18:57:45	91771/91771	---MC-	200	added ('OK')	application/javascript	date:Tue,%2029%20Jun%202021%2009:00:00%20GMT	https://www.googletagmanager.com/gtag/js?id=UA-170631814-1	C:/Users/SM2130/Desktop/jabda/factory/www.googletagmanager.com/gtag/jse15e	(from http://web-factory.co.kr/)
18:57:47	44166/44166	---M-Z	200	added ('OK')	application/javascript	etag:%22ac86-5a8b8c22f4cc2-gzip%22	http://web-factory.co.kr/public/jquery/fullpage/fullpage.extensions.min.js	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/jquery/fullpage/fullpage.extensions.min.js	(from http://web-factory.co.kr/)
18:57:47	36816/36816	---M-Z	200	added ('OK')	application/javascript	etag:%228fd0-5a7a890999bec-gzip%22	http://web-factory.co.kr/public/jquery/bootstrap/bootstrap.min.js	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/jquery/bootstrap/bootstrap.min.js	(from http://web-factory.co.kr/)
18:57:47	8835/8835	---M-Z	200	added ('OK')	application/javascript	etag:%222283-5a7a8909ae40c-gzip%22	http://web-factory.co.kr/public/jquery/bootstrap/jquery.waypoints.min.js	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/jquery/bootstrap/jquery.waypoints.min.js	(from http://web-factory.co.kr/)
18:57:48	12597/12597	---M-Z	200	added ('OK')	application/javascript	etag:%223135-5a7a8909a670c-gzip%22	http://web-factory.co.kr/public/jquery/bootstrap/jquery.stellar.min.js	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/jquery/bootstrap/jquery.stellar.min.js	(from http://web-factory.co.kr/)
18:57:48	7240/7240	---M-Z	200	added ('OK')	application/javascript	etag:%221c48-5a7a8909b610c-gzip%22	http://web-factory.co.kr/public/jquery/bootstrap/main.js	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/jquery/bootstrap/main.js	(from http://web-factory.co.kr/)
18:57:48	15683/15683	---M-Z	200	added ('OK')	text/css	etag:%223d43-5a7a890a9a94d-gzip%22	http://web-factory.co.kr/public/jquery/menu/demo.css	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/jquery/menu/demo.css	(from http://web-factory.co.kr/)
18:57:48	1634/1634	---M-Z	200	added ('OK')	text/css	etag:%22662-5a7a890ab9d4d-gzip%22	http://web-factory.co.kr/public/jquery/menu/pater.css	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/jquery/menu/pater.css	(from http://web-factory.co.kr/)
18:57:49	26864/26864	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2009:57:47%20GMT	http://web-factory.co.kr/about	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/about.html	(from http://web-factory.co.kr/)
18:57:49	26400/26400	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2009:57:48%20GMT	http://web-factory.co.kr/project	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/project.html	(from http://web-factory.co.kr/)
18:57:49	36438/36438	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Jun%202021%2009:57:48%20GMT	http://web-factory.co.kr/contact	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/contact.html	(from http://web-factory.co.kr/)
18:57:50	1138/1138	---M-Z	200	added ('OK')	application/javascript	etag:%22472-5a7a890a9a94d-gzip%22	http://web-factory.co.kr/public/jquery/menu/demo.js	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/jquery/menu/demo.js	(from http://web-factory.co.kr/)
18:57:50	84380/84380	---M-Z	200	added ('OK')	application/javascript	etag:%221499c-5a7a8909a382c-gzip%22	http://web-factory.co.kr/public/jquery/bootstrap/jquery.min.js	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/jquery/bootstrap/jquery.min.js	(from http://web-factory.co.kr/)
18:57:50	29391/29391	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2016%20Jun%202021%2000:35:23%20GMT	http://t1.daumcdn.net/adfit/static/kp.js	C:/Users/SM2130/Desktop/jabda/factory/t1.daumcdn.net/adfit/static/kp.js	(from http://web-factory.co.kr/)
18:57:50	1172/1172	---M-Z	200	added ('OK')	application/javascript	etag:%22494-5a7a890aa93ad-gzip%22	http://web-factory.co.kr/public/jquery/menu/easings.js	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/jquery/menu/easings.js	(from http://web-factory.co.kr/)
18:57:50	3155/3155	---M-Z	200	added ('OK')	application/javascript	etag:%22c53-5a7a890aa552d-gzip%22	http://web-factory.co.kr/public/jquery/menu/demo3.js	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/jquery/menu/demo3.js	(from http://web-factory.co.kr/)
18:57:50	791236/791236	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03d6b-c12c4%22	https://cdnjs.cloudflare.com/ajax/libs/babel-standalone/6.26.0/babel.min.js	C:/Users/SM2130/Desktop/jabda/factory/cdnjs.cloudflare.com/ajax/libs/babel-standalone/6.26.0/babel.min.js	(from http://web-factory.co.kr/)
18:57:52	35973/35973	---M-Z	200	added ('OK')	text/css	etag:W/%2257d97c08-8c85%22	http://code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css	C:/Users/SM2130/Desktop/jabda/factory/code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css	(from http://web-factory.co.kr/)
18:57:52	9544/9544	---M--	200	added ('OK')	image/svg+xml	etag:%222548-5a7a89069a2a7%22	http://web-factory.co.kr/public/images/main/vs1.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs1.svg	(from http://web-factory.co.kr/)
18:57:52	930/930	---M--	200	added ('OK')	image/svg+xml	etag:%223a2-5a7a8906a3ee7%22	http://web-factory.co.kr/public/images/main/vs1_0.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs1_0.svg	(from http://web-factory.co.kr/)
18:57:52	2984/2984	---M--	200	added ('OK')	image/svg+xml	etag:%22ba8-5a7a8906a5e27%22	http://web-factory.co.kr/public/images/main/vs1_1.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs1_1.svg	(from http://web-factory.co.kr/)
18:57:52	1615/1615	---M--	200	added ('OK')	image/svg+xml	etag:%2264f-5a7a8906adb28%22	http://web-factory.co.kr/public/images/main/vs1_2.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs1_2.svg	(from http://web-factory.co.kr/)
18:57:53	694/694	---M--	200	added ('OK')	image/svg+xml	etag:%222b6-5a7a8906b0a08%22	http://web-factory.co.kr/public/images/main/vs1_3.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs1_3.svg	(from http://web-factory.co.kr/)
18:57:53	3987/3987	---M--	200	added ('OK')	image/svg+xml	etag:%22f93-5a7a8906b96a8%22	http://web-factory.co.kr/public/images/main/vs1_4.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs1_4.svg	(from http://web-factory.co.kr/)
18:57:53	1411/1411	---M--	200	added ('OK')	image/svg+xml	etag:%22583-5a7a8906c13a8%22	http://web-factory.co.kr/public/images/main/vs1_5.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs1_5.svg	(from http://web-factory.co.kr/)
18:57:53	9579/9579	---M--	200	added ('OK')	image/svg+xml	etag:%22256b-5a7a8906cee68%22	http://web-factory.co.kr/public/images/main/vs2.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs2.svg	(from http://web-factory.co.kr/)
18:57:53	663/663	---M--	200	added ('OK')	image/svg+xml	etag:%22297-5a7a8905e86e6%22	http://web-factory.co.kr/public/images/common/arrow1.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/common/arrow1.svg	(from http://web-factory.co.kr/)
18:57:54	1051/1051	---M--	200	added ('OK')	image/svg+xml	etag:%2241b-5a7a8906d7b08%22	http://web-factory.co.kr/public/images/main/vs2_0.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs2_0.svg	(from http://web-factory.co.kr/)
18:57:54	591/591	---M--	200	added ('OK')	image/svg+xml	etag:%2224f-5a7a8906dc928%22	http://web-factory.co.kr/public/images/main/vs2_1.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs2_1.svg	(from http://web-factory.co.kr/)
18:57:54	681/681	---M--	200	added ('OK')	image/svg+xml	etag:%222a9-5a7a8906e3688%22	http://web-factory.co.kr/public/images/main/vs2_2.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs2_2.svg	(from http://web-factory.co.kr/)
18:57:54	632/632	---M--	200	added ('OK')	image/svg+xml	etag:%22278-5a7a8906eb388%22	http://web-factory.co.kr/public/images/main/vs2_3.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs2_3.svg	(from http://web-factory.co.kr/)
18:57:55	1146/1146	---M--	200	added ('OK')	image/svg+xml	etag:%2247a-5a7a8906f20e8%22	http://web-factory.co.kr/public/images/main/vs2_4.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs2_4.svg	(from http://web-factory.co.kr/)
18:57:55	3018/3018	---M--	200	added ('OK')	image/svg+xml	etag:%22bca-5a7a8906f8e48%22	http://web-factory.co.kr/public/images/main/vs2_5.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs2_5.svg	(from http://web-factory.co.kr/)
18:57:55	1282/1282	---M--	200	added ('OK')	image/svg+xml	etag:%22502-5a7a890700b48%22	http://web-factory.co.kr/public/images/main/vs2_6.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs2_6.svg	(from http://web-factory.co.kr/)
18:57:55	17722/17722	---M--	200	added ('OK')	image/svg+xml	etag:%22453a-5a7a8907078a8%22	http://web-factory.co.kr/public/images/main/vs3.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs3.svg	(from http://web-factory.co.kr/)
18:57:56	893/893	---M--	200	added ('OK')	image/svg+xml	etag:%2237d-5a7a89070e608%22	http://web-factory.co.kr/public/images/main/vs3_0.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs3_0.svg	(from http://web-factory.co.kr/)
18:57:56	6499/6499	---M--	200	added ('OK')	image/svg+xml	etag:%221963-5a7a890715368%22	http://web-factory.co.kr/public/images/main/vs3_1.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs3_1.svg	(from http://web-factory.co.kr/)
18:57:56	694/694	---M--	200	added ('OK')	image/svg+xml	etag:%222b6-5a7a89071c0c8%22	http://web-factory.co.kr/public/images/main/vs3_2.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs3_2.svg	(from http://web-factory.co.kr/)
18:57:56	1014/1014	---M--	200	added ('OK')	image/svg+xml	etag:%223f6-5a7a890723dc8%22	http://web-factory.co.kr/public/images/main/vs3_3.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs3_3.svg	(from http://web-factory.co.kr/)
18:57:57	688/688	---M--	200	added ('OK')	image/svg+xml	etag:%222b0-5a7a890729b88%22	http://web-factory.co.kr/public/images/main/vs3_4.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs3_4.svg	(from http://web-factory.co.kr/)
18:57:57	1056/1056	---M--	200	added ('OK')	image/svg+xml	etag:%22420-5a7a8907308e8%22	http://web-factory.co.kr/public/images/main/vs3_5.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs3_5.svg	(from http://web-factory.co.kr/)
18:57:57	994/994	---M--	200	added ('OK')	image/svg+xml	etag:%223e2-5a7a8907385e8%22	http://web-factory.co.kr/public/images/main/vs3_6.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs3_6.svg	(from http://web-factory.co.kr/)
18:57:57	2762/2762	---M--	200	added ('OK')	image/svg+xml	etag:%22aca-5a7a89073f348%22	http://web-factory.co.kr/public/images/main/vs4.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs4.svg	(from http://web-factory.co.kr/)
18:57:57	1179/1179	---M--	200	added ('OK')	image/svg+xml	etag:%2249b-5a7a89074dda8%22	http://web-factory.co.kr/public/images/main/vs4_1.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs4_1.svg	(from http://web-factory.co.kr/)
18:57:58	964/964	---M--	200	added ('OK')	image/svg+xml	etag:%223c4-5a7a890745108%22	http://web-factory.co.kr/public/images/main/vs4_0.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs4_0.svg	(from http://web-factory.co.kr/)
18:57:58	3114/3114	---M--	200	added ('OK')	image/svg+xml	etag:%22c2a-5a7a890754b08%22	http://web-factory.co.kr/public/images/main/vs4_2.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs4_2.svg	(from http://web-factory.co.kr/)
18:57:58	1000/1000	---M--	200	added ('OK')	image/svg+xml	etag:%223e8-5a7a89075a8c8%22	http://web-factory.co.kr/public/images/main/vs4_3.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs4_3.svg	(from http://web-factory.co.kr/)
18:57:58	932/932	---M--	200	added ('OK')	image/svg+xml	etag:%223a4-5a7a8907625c8%22	http://web-factory.co.kr/public/images/main/vs4_4.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs4_4.svg	(from http://web-factory.co.kr/)
18:57:59	3398/3398	---M--	200	added ('OK')	image/svg+xml	etag:%22d46-5a7a890769329%22	http://web-factory.co.kr/public/images/main/vs4_5.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs4_5.svg	(from http://web-factory.co.kr/)
18:57:59	1997/1997	---M--	200	added ('OK')	image/svg+xml	etag:%227cd-5a7a890770089%22	http://web-factory.co.kr/public/images/main/vs4_6.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs4_6.svg	(from http://web-factory.co.kr/)
18:58:00	161950/161950	---M--	200	added ('OK')	image/svg+xml	etag:%222789e-5a7a890777d89%22	http://web-factory.co.kr/public/images/main/vs5.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs5.svg	(from http://web-factory.co.kr/)
18:58:01	932/932	---M--	200	added ('OK')	image/svg+xml	etag:%223a4-5a7a89077eae9%22	http://web-factory.co.kr/public/images/main/vs5_0.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs5_0.svg	(from http://web-factory.co.kr/)
18:58:01	2451/2451	---M--	200	added ('OK')	image/svg+xml	etag:%22993-5a7a8907848a9%22	http://web-factory.co.kr/public/images/main/vs5_1.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs5_1.svg	(from http://web-factory.co.kr/)
18:58:01	691/691	---M--	200	added ('OK')	image/svg+xml	etag:%222b3-5a7a89078b609%22	http://web-factory.co.kr/public/images/main/vs5_2.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs5_2.svg	(from http://web-factory.co.kr/)
18:58:01	1364/1364	---M--	200	added ('OK')	image/svg+xml	etag:%22554-5a7a890793309%22	http://web-factory.co.kr/public/images/main/vs5_3.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs5_3.svg	(from http://web-factory.co.kr/)
18:58:02	643/643	---M--	200	added ('OK')	image/svg+xml	etag:%22283-5a7a89079a069%22	http://web-factory.co.kr/public/images/main/vs5_4.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs5_4.svg	(from http://web-factory.co.kr/)
18:58:02	1273/1273	---M--	200	added ('OK')	image/svg+xml	etag:%224f9-5a7a8907a2d09%22	http://web-factory.co.kr/public/images/main/vs5_5.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/main/vs5_5.svg	(from http://web-factory.co.kr/)
18:58:05	979/979	---M-Z	200	added ('OK')	application/javascript	etag:%223d3-5a8e3febbb342-gzip%22	http://web-factory.co.kr/public/jquery/fullpage/fullpage.scrollHorizontally.min.js	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/jquery/fullpage/fullpage.scrollHorizontally.min.js	(from http://web-factory.co.kr/)
18:58:05	678/678	---M-Z	200	added ('OK')	text/css	etag:%222a6-5a7a890a459ec-gzip%22	http://web-factory.co.kr/public/jquery/jelly/styles.css	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/jquery/jelly/styles.css	(from http://web-factory.co.kr/)
18:58:05	520714/520714	---M-Z	200	added ('OK')	application/javascript	etag:W/%2257d97c08-7f20a%22	https://code.jquery.com/ui/1.12.1/jquery-ui.js	C:/Users/SM2130/Desktop/jabda/factory/code.jquery.com/ui/1.12.1/jquery-ui.js	(from http://web-factory.co.kr/)
18:58:07	2652/2652	---M-Z	200	added ('OK')	application/javascript	etag:%22a5c-5a7a890a39e6c-gzip%22	http://web-factory.co.kr/public/jquery/jelly/promise.min.js	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/jquery/jelly/promise.min.js	(from http://web-factory.co.kr/)
18:58:07	7048/7048	---M-Z	200	added ('OK')	application/javascript	etag:%221b88-5a7a890a39e6c-gzip%22	http://web-factory.co.kr/public/jquery/jelly/jelly.min.js	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/jquery/jelly/jelly.min.js	(from http://web-factory.co.kr/)
18:58:07	2482/2482	---M-Z	200	added ('OK')	application/javascript	etag:%229b2-5a7a890a43aac-gzip%22	http://web-factory.co.kr/public/jquery/jelly/scripts.js	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/jquery/jelly/scripts.js	(from http://web-factory.co.kr/)
18:58:08	19994/19994	---M-Z	200	added ('OK')	application/javascript	etag:%22602fa919-4e1a%22	http://wcs.naver.net/wcslog.js	C:/Users/SM2130/Desktop/jabda/factory/wcs.naver.net/wcslog.js	(from http://web-factory.co.kr/)
18:58:08	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2029%20Jun%202021%2009:58:07%20GMT	https://www.googletagmanager.com/robots.txt		(from http://web-factory.co.kr/)
18:58:08	1850/1850	---M--	200	added ('OK')	image/svg+xml	etag:%2273a-5a7a8905f32c7%22	http://web-factory.co.kr/public/images/common/cursor.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/common/cursor.svg	(from http://web-factory.co.kr/public/css/base.css)
18:58:09	1190/1190	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2029%20Jun%202021%2009:58:08%20GMT	http://web-factory.co.kr/_public/images/board/bg_select.gif	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/_public/images/board/bg_select.gif	(from http://web-factory.co.kr/public/css/base.css)
18:58:09	3571/3571	---M--	200	added ('OK')	image/svg+xml	etag:%22df3-5a7a89060a9c7%22	http://web-factory.co.kr/public/images/common/cursor_hover2.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/common/cursor_hover2.svg	(from http://web-factory.co.kr/public/css/base.css)
18:58:09	356/356	---M--	200	added ('OK')	image/svg+xml	etag:%22164-5a8f6dd89bdb7%22	http://web-factory.co.kr/public/images/common/scrolltop-bg.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/common/scrolltop-bg.svg	(from http://web-factory.co.kr/public/css/base.css)
18:58:09	613/613	---M--	200	added ('OK')	image/svg+xml	etag:%22265-5a7a8907d3a49%22	http://web-factory.co.kr/public/images/sub/comma.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/sub/comma.svg	(from http://web-factory.co.kr/public/css/webfactory.css)
18:58:10	724/724	---M--	200	added ('OK')	image/svg+xml	etag:%222d4-5a7a8907ea1a9%22	http://web-factory.co.kr/public/images/sub/icon_arrow2.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/sub/icon_arrow2.svg	(from http://web-factory.co.kr/public/css/webfactory.css)
18:58:10	750/750	---M--	200	added ('OK')	image/svg+xml	etag:%222ee-5a7a890652e07%22	http://web-factory.co.kr/public/images/common/navi-circle1-on.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/common/navi-circle1-on.svg	(from http://web-factory.co.kr/public/jquery/fullpage/fullpage.min.css)
18:58:10	593/593	---M--	200	added ('OK')	image/svg+xml	etag:%22251-5a7a890659b67%22	http://web-factory.co.kr/public/images/common/navi-circle1.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/common/navi-circle1.svg	(from http://web-factory.co.kr/public/jquery/fullpage/fullpage.min.css)
18:58:11	1190/1190	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2029%20Jun%202021%2009:58:10%20GMT	http://web-factory.co.kr/public/jquery/menu/hellosign.png	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/jquery/menu/hellosign.png	(from http://web-factory.co.kr/public/jquery/menu/pater.css)
18:58:11	667/667	---M--	200	added ('OK')	image/svg+xml	etag:%2229b-5a7a8907df5c9%22	http://web-factory.co.kr/public/images/sub/icon_arrow1.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/sub/icon_arrow1.svg	(from http://web-factory.co.kr/about)
18:58:11	87757/87757	---M--	200	added ('OK')	image/svg+xml	etag:%22156cd-5a7a890871d8a%22	http://web-factory.co.kr/public/images/sub/svs1_0.svg	C:/Users/SM2130/Desktop/jabda/factory/web-factory.co.kr/public/images/sub/svs1_0.svg	(from http://web-factory.co.kr/about)
